regionDNO,monthlyMean,Overall,unixTimestamp,Timestamp
10,21.49405529953917,11.88,1647801000,18:30 20-03-2022
10,21.49405529953917,11.41,1647802800,19:00 20-03-2022
10,21.49405529953917,27.06,1647878400,16:00 21-03-2022
10,21.49405529953917,27.06,1647880200,16:30 21-03-2022
10,21.49405529953917,27.06,1647882000,17:00 21-03-2022
10,21.49405529953917,27.06,1647883800,17:30 21-03-2022
10,21.49405529953917,27.06,1647885600,18:00 21-03-2022
10,21.49405529953917,27.06,1647887400,18:30 21-03-2022
10,21.49405529953917,11.67,1647889200,19:00 21-03-2022
10,21.49405529953917,27.06,1647964800,16:00 22-03-2022
10,21.49405529953917,27.06,1647966600,16:30 22-03-2022
10,21.49405529953917,27.06,1647968400,17:00 22-03-2022
10,21.49405529953917,27.06,1647970200,17:30 22-03-2022
10,21.49405529953917,27.06,1647972000,18:00 22-03-2022
10,21.49405529953917,27.06,1647973800,18:30 22-03-2022
10,21.49405529953917,11.67,1647975600,19:00 22-03-2022
10,21.49405529953917,27.06,1648051200,16:00 23-03-2022
10,21.49405529953917,27.06,1648053000,16:30 23-03-2022
10,21.49405529953917,27.06,1648054800,17:00 23-03-2022
10,21.49405529953917,27.06,1648056600,17:30 23-03-2022
10,21.49405529953917,27.06,1648058400,18:00 23-03-2022
10,21.49405529953917,27.06,1648060200,18:30 23-03-2022
10,21.49405529953917,11.67,1648062000,19:00 23-03-2022
10,21.49405529953917,27.06,1648137600,16:00 24-03-2022
10,21.49405529953917,27.06,1648139400,16:30 24-03-2022
10,21.49405529953917,27.06,1648141200,17:00 24-03-2022
10,21.49405529953917,27.06,1648143000,17:30 24-03-2022
10,21.49405529953917,27.06,1648144800,18:00 24-03-2022
10,21.49405529953917,27.06,1648146600,18:30 24-03-2022
10,21.49405529953917,11.67,1648148400,19:00 24-03-2022
10,21.49405529953917,27.06,1648224000,16:00 25-03-2022
10,21.49405529953917,27.06,1648225800,16:30 25-03-2022
10,21.49405529953917,27.06,1648227600,17:00 25-03-2022
10,21.49405529953917,27.06,1648229400,17:30 25-03-2022
10,21.49405529953917,27.06,1648231200,18:00 25-03-2022
10,21.49405529953917,27.06,1648233000,18:30 25-03-2022
10,21.49405529953917,11.67,1648234800,19:00 25-03-2022
10,21.49405529953917,11.88,1648310400,16:00 26-03-2022
10,21.49405529953917,11.88,1648312200,16:30 26-03-2022
10,21.49405529953917,11.88,1648314000,17:00 26-03-2022
10,21.49405529953917,11.88,1648315800,17:30 26-03-2022
10,21.49405529953917,11.88,1648317600,18:00 26-03-2022
10,21.49405529953917,11.88,1648319400,18:30 26-03-2022
10,21.49405529953917,11.41,1648321200,19:00 26-03-2022
10,21.49405529953917,11.88,1648396800,16:00 27-03-2022
10,21.49405529953917,11.88,1648398600,16:30 27-03-2022
10,21.49405529953917,11.88,1648400400,17:00 27-03-2022
10,21.49405529953917,11.88,1648402200,17:30 27-03-2022
10,21.49405529953917,11.88,1648404000,18:00 27-03-2022
10,21.49405529953917,11.88,1648405800,18:30 27-03-2022
10,21.49405529953917,11.41,1648407600,19:00 27-03-2022
10,21.49405529953917,27.06,1648483200,16:00 28-03-2022
10,21.49405529953917,27.06,1648485000,16:30 28-03-2022
10,21.49405529953917,27.06,1648486800,17:00 28-03-2022
10,21.49405529953917,27.06,1648488600,17:30 28-03-2022
10,21.49405529953917,27.06,1648490400,18:00 28-03-2022
10,21.49405529953917,27.06,1648492200,18:30 28-03-2022
10,21.49405529953917,11.67,1648494000,19:00 28-03-2022
10,21.49405529953917,27.06,1648569600,16:00 29-03-2022
10,21.49405529953917,27.06,1648571400,16:30 29-03-2022
10,21.49405529953917,27.06,1648573200,17:00 29-03-2022
10,21.49405529953917,27.06,1648575000,17:30 29-03-2022
10,21.49405529953917,27.06,1648576800,18:00 29-03-2022
10,21.49405529953917,27.06,1648578600,18:30 29-03-2022
10,21.49405529953917,11.67,1648580400,19:00 29-03-2022
